s,left_x,left_y,right_x,right_y
3.44000006,1.71438208,1.19891889,1.57678644,-0.77607907
3.45000005,1.72278463,1.17391816,1.58667383,-0.77607858
3.46000004,1.73293165,1.17391864,1.59655816,-0.77607929
3.47000003,1.74132967,1.14892010,1.60643979,-0.77607894
3.48000002,1.75147861,1.14891969,1.61631874,-0.77607753
3.49000001,1.76163025,1.14891992,1.62619487,-0.77607746
3.50000000,1.77002192,1.12391935,1.63606823,-0.77607886
3.50999999,1.78017502,1.12391851,1.64593903,-0.77607932
3.51999998,1.79033077,1.12391826,1.65580745,-0.77607884
3.52999997,1.79871543,1.09892023,1.66567349,-0.77607751
3.53999996,1.80887219,1.09891867,1.67553680,-0.77607782
3.54999995,1.81903166,1.09892002,1.68539783,-0.77607732
3.55999994,1.82919323,1.09891923,1.69347041,-0.80107830
3.56999993,1.83935708,1.09891879,1.70332227,-0.80107851
3.57999992,1.84952342,1.09891858,1.71317188,-0.80107793
3.58999991,1.85969210,1.09891867,1.72301903,-0.80107926
3.59999990,1.86806037,1.07391795,1.73286412,-0.80107760
3.60999990,1.87822923,1.07391872,1.74270665,-0.80107777
3.61999989,1.88840039,1.07391962,1.75254698,-0.80107978
3.63000011,1.89857381,1.07391816,1.76238557,-0.80107896
3.64000010,1.90874911,1.07391922,1.77222159,-0.80107771
3.65000010,1.91892641,1.07391785,1.78205534,-0.80107844
3.66000009,1.92910611,1.07391893,1.79188721,-0.80107893
3.67000008,1.93928781,1.07391994,1.80171698,-0.80107904
3.68000007,1.94947153,1.07391843,1.81154494,-0.80107890
3.69000006,1.95965739,1.07391923,1.82137086,-0.80107855
3.70000005,1.96984504,1.07391984,1.83119471,-0.80107794
3.71000004,1.98003468,1.07391786,1.84101664,-0.80107970
3.72000003,1.99022635,1.07391802,1.85083689,-0.80107886
3.73000002,2.00041989,1.07391786,1.86065527,-0.80107790
3.74000001,2.01061572,1.07391991,1.87047185,-0.80107948
3.75000000,2.02081306,1.07391912,1.88028673,-0.80107859
3.75999999,2.03101231,1.07391794,1.89009999,-0.80107774
3.76999998,2.04121352,1.07391876,1.89991137,-0.80107943
3.77999997,2.05141649,1.07391907,1.90972125,-0.80107875
3.78999996,2.06162141,1.07391889,1.91952978,-0.80107833
3.79999995,2.07182817,1.07391817,1.92933683,-0.80107811
3.80999994,2.08203669,1.07391930,1.93914222,-0.80107814
3.81999993,2.09224688,1.07391981,1.94894609,-0.80107845
3.82999992,2.10245871,1.07391963,1.95874851,-0.80107912
3.83999991,2.11267217,1.07391875,1.96854967,-0.80107771
3.84999990,2.12288741,1.07391958,1.97834927,-0.80107913
3.85999990,2.13310424,1.07391965,1.98814770,-0.80107865
3.86999989,2.14138420,1.04891828,1.99794481,-0.80107862
3.88000011,2.15159915,1.04891952,2.00774116,-0.80107916
3.89000010,2.16181512,1.04891989,2.01753596,-0.80107780
3.90000010,2.17203255,1.04891937,2.02732937,-0.80107955
3.91000009,2.18225139,1.04891786,2.03712185,-0.80107951
3.92000008,2.19247202,1.04892019,2.04691340,-0.80107764
3.93000007,2.20269389,1.04891905,2.05670364,-0.80107901
3.94000006,2.21291752,1.04891932,2.06609919,-0.80605828
3.95000005,2.22314228,1.04891848,2.07429717,-0.82607884
3.96000004,2.23336856,1.04891892,2.08407892,-0.82607738
3.97000003,2.24359614,1.04891814,2.09385952,-0.82607924
3.98000002,2.25382519,1.04891855,2.10363942,-0.82607957
3.99000001,2.26405593,1.04892020,2.11341889,-0.82607854
4.00000000,2.27428749,1.04891810,2.12319725,-0.82607850
4.01000023,2.28452089,1.04891945,2.13297506,-0.82607953
4.01999998,2.29475475,1.04891947,2.14275162,-0.82607913
4.03000021,2.30499028,1.04891813,2.15252812,-0.82607754
4.03999996,2.31522667,1.04891778,2.16230327,-0.82607959
4.05000019,2.32546489,1.04891827,2.17207861,-0.82607792
4.05999994,2.33570368,1.04891983,2.18185267,-0.82607762
4.07000017,2.34594426,1.04891970,2.19162689,-0.82607856
4.07999992,2.35618495,1.04891808,2.20139983,-0.82607843
4.09000015,2.36642757,1.04891960,2.21117294,-0.82607727
4.09999990,2.37667095,1.04891949,2.22094539,-0.82607751
4.11000013,2.38691553,1.04892007,2.23071741,-0.82607926
4.11999989,2.39507183,1.02391818,2.24048922,-0.82607762
4.13000011,2.40531249,1.02391814,2.25026116,-0.82607753
4.13999987,2.41555329,1.02391884,2.26003189,-0.82607902
4.15000010,2.42579591,1.02392006,2.26980347,-0.82607733
4.15999985,2.43603843,1.02391963,2.27957368,-0.82607961
4.17000008,2.44628249,1.02391974,2.28934456,-0.82607858
4.17999983,2.45652665,1.02391822,2.29911461,-0.82607908
4.19000006,2.46677274,1.02391978,2.30888546,-0.82607870
4.19999981,2.47701863,1.02391970,2.31865530,-0.82607974
4.21000004,2.48726577,1.02391791,2.32842600,-0.82607739
4.21999979,2.49751357,1.02391944,2.33819601,-0.82607892
4.23000002,2.50776231,1.02391932,2.34796652,-0.82607944
4.23999977,2.51801169,1.02392013,2.35773710,-0.82607892
4.25000000,2.52826200,1.02391933,2.36609937,-0.84229067
4.26000023,2.53851291,1.02391950,2.37510037,-0.85107758
4.26999998,2.54876370,1.02391813,2.38486446,-0.85107800
4.28000021,2.55901601,1.02391779,2.39462969,-0.85107739
4.28999996,2.56707041,0.99891967,2.40439470,-0.85107802
4.30000019,2.57731714,0.99891949,2.41416019,-0.85107748
4.30999994,2.58756435,0.99891798,2.42392606,-0.85107816
4.32000017,2.59781248,0.99891992,2.43369251,-0.85107759
4.32999992,2.60806016,0.99891824,2.44345863,-0.85107821
4.34000015,2.61830944,0.99892007,2.45322613,-0.85107764
4.34999990,2.62855843,0.99891823,2.46299363,-0.85107809
4.36000013,2.63880850,0.99891999,2.47276189,-0.85107968
4.36999989,2.64905800,0.99891822,2.48253043,-0.85107751
