x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
6.37925142,19.62499973,1.13713745,1.13713745,2.27427490,6.00849415,18.55000176,6.75000870,20.69999769
6.36872589,19.62500030,1.13702518,1.13702518,2.27405035,5.99831339,18.55000224,6.73913839,20.69999836
6.35820218,19.62500019,1.13691165,1.13691165,2.27382330,5.98813696,18.55000259,6.72826740,20.69999778
6.34869911,19.62796371,1.13366576,1.13366576,2.26733152,5.98000101,18.55592837,6.71739721,20.69999905
6.34326488,19.64276497,1.11790165,1.11790165,2.23580330,5.98000097,18.58553111,6.70652878,20.69999883
6.33783041,19.65758732,1.10211794,1.10211794,2.20423588,5.98000058,18.61517581,6.69566025,20.69999884
6.33239695,19.67243396,1.08631225,1.08631225,2.17262451,5.98000064,18.64486831,6.68479325,20.69999960
6.32578569,19.68386577,1.09285885,1.09285885,2.18571771,5.97157135,18.65000279,6.68000004,20.71772876
6.32069305,19.69974725,1.10953489,1.10953489,2.21906979,5.96138613,18.65000146,6.67999996,20.74949304
6.31024782,19.70000048,1.10968874,1.10968874,2.21937748,5.95120477,18.65000182,6.66929086,20.74999914
6.29971823,19.70000090,1.10957521,1.10957521,2.21915042,5.94102656,18.65000212,6.65840990,20.74999968
6.28919100,19.70000139,1.10946160,1.10946160,2.21892321,5.93085275,18.65000199,6.64752924,20.75000080
6.28332506,19.71366921,1.09490603,1.09490603,2.18981206,5.93000060,18.67733865,6.63664953,20.74999978
6.27665653,19.72500008,1.08282227,1.08282227,2.16564454,5.92754081,18.70000140,6.62577224,20.74999875
6.26612857,19.72500115,1.08271118,1.08271118,2.16542236,5.91736092,18.70000134,6.61489622,20.75000097
6.25560181,19.72500046,1.08259765,1.08259765,2.16519529,5.90718304,18.70000191,6.60402057,20.74999901
6.24507746,19.72500060,1.08248532,1.08248532,2.16497065,5.89700919,18.70000160,6.59314574,20.74999960
6.23455567,19.72500124,1.08237304,1.08237304,2.16474608,5.88683879,18.70000155,6.58227255,20.75000093
6.22570115,19.72991440,1.07707155,1.07707155,2.15414310,5.88000031,18.70982909,6.57140199,20.74999972
6.22026630,19.74493381,1.06110350,1.06110350,2.12220700,5.87999992,18.73986694,6.56053269,20.75000069
6.21145842,19.75000175,1.05564208,1.05564208,2.11128416,5.87325297,18.75000312,6.54966387,20.75000039
