x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
-7.79366493,-7.24716949,1.01633545,3.00000000,4.01633545,-8.80999735,-7.24965182,-4.79367387,-7.23984221
-7.79373932,-7.23717546,1.01626221,3.00000000,4.01626221,-8.80999874,-7.23955076,-4.79374754,-7.23016360
-7.79381275,-7.22717619,1.01618652,3.00000000,4.01618652,-8.80999679,-7.22944180,-4.79382008,-7.22048763
-7.79388475,-7.21717072,1.01611572,3.00000000,4.01611572,-8.80999824,-7.21932400,-4.79389137,-7.21081331
-7.79395628,-7.20717621,1.01604248,3.00000000,4.01604248,-8.80999676,-7.20921427,-4.79396218,-7.20115857
-7.79402637,-7.19717693,1.01597412,3.00000000,4.01597412,-8.80999868,-7.19909689,-4.79403174,-7.19150762
-7.79409552,-7.18717241,1.01590332,3.00000000,4.01590332,-8.80999726,-7.18897185,-4.79410017,-7.18185860
-7.79416370,-7.17717123,1.01583496,3.00000000,4.01583496,-8.80999727,-7.17884727,-4.79416782,-7.17222150
-7.79423046,-7.16717958,1.01576904,3.00000000,4.01576904,-8.80999835,-7.16872910,-4.79423386,-7.16260322
-7.79429674,-7.15717602,1.01570313,3.00000000,4.01570312,-8.80999890,-7.15859611,-4.79429960,-7.15298161
-7.79436111,-7.14717484,1.01563721,3.00000000,4.01563721,-8.80999753,-7.14846214,-4.79436344,-7.14337239
-7.79442453,-7.13718033,1.01557373,3.00000000,4.01557373,-8.80999760,-7.13833219,-4.79442650,-7.13377772
